State,Filed_week_ended,Initial_Claims,Reflecting_Week_Ended,Continued_Claims,Covered_Employment,Insured_Unemployment_Rate
Missouri,12/21/19,"7,146",12/14/19,"19,771","2,745,404",0.72
Missouri,12/28/19,"7,177",12/21/19,"22,484","2,745,404",0.82
Missouri,1/4/20,"7,474",12/28/19,"29,785","2,745,404",1.08
Missouri,1/11/20,"10,913",1/4/20,"30,140","2,749,100",1.1
Missouri,1/18/20,"4,938",1/11/20,"29,945","2,749,100",1.09
Missouri,1/25/20,"5,474",1/18/20,"29,170","2,749,100",1.06
Missouri,2/1/20,"4,801",1/25/20,"29,854","2,749,100",1.09
Missouri,2/8/20,"3,670",2/1/20,"27,906","2,749,100",1.02
Missouri,2/15/20,"3,363",2/8/20,"27,362","2,749,100",1
Missouri,2/22/20,"3,063",2/15/20,"27,035","2,749,100",0.98
Missouri,2/29/20,"2,732",2/22/20,"26,949","2,749,100",0.98
Missouri,3/7/20,"2,994",2/29/20,"25,225","2,749,100",0.92
Missouri,3/14/20,"4,016",3/7/20,"22,381","2,749,100",0.81
Missouri,3/21/20,"42,246",3/14/20,"21,538","2,749,100",0.78
Missouri,3/28/20,"104,291",3/21/20,"49,470","2,749,100",1.8
Missouri,4/4/20,"91,458",3/28/20,"121,467","2,749,100",4.42
Missouri,4/11/20,"102,126",4/4/20,"178,710","2,794,254",6.4
Missouri,4/18/20,"59,602",4/11/20,"227,557","2,794,254",8.14
Missouri,4/25/20,"55,299",4/18/20,"255,798","2,794,254",9.15
Missouri,5/2/20,"52,527",4/25/20,"246,663","2,794,254",8.83
Missouri,5/9/20,"31,145",5/2/20,"266,230","2,794,254",9.53
Montana,1/5/19,"1,565",12/29/18,"10,527","447,698",2.35
Montana,1/12/19,"1,783",1/5/19,"10,996","448,795",2.45
Montana,1/19/19,"1,197",1/12/19,"10,825","448,795",2.41
Montana,1/26/19,"1,056",1/19/19,"11,347","448,795",2.53
Montana,2/2/19,"1,130",1/26/19,"11,301","448,795",2.52
Montana,2/9/19,"1,417",2/2/19,"11,497","448,795",2.56
Montana,2/16/19,"1,052",2/9/19,"11,853","448,795",2.64
Montana,2/23/19,868,2/16/19,"11,937","448,795",2.66
Montana,3/2/19,"1,020",2/23/19,"11,842","448,795",2.64
Montana,3/9/19,904,3/2/19,"12,024","448,795",2.68
Montana,3/16/19,774,3/9/19,"11,601","448,795",2.58
Montana,3/23/19,729,3/16/19,"10,768","448,795",2.4
Montana,3/30/19,701,3/23/19,"9,979","448,795",2.22
Montana,4/6/19,739,3/30/19,"9,428","448,795",2.1
Montana,4/13/19,815,4/6/19,"8,096","450,098",1.8
Montana,4/20/19,767,4/13/19,"7,558","450,098",1.68
Montana,4/27/19,856,4/20/19,"6,498","450,098",1.44
Montana,5/4/19,762,4/27/19,"5,989","450,098",1.33
Montana,5/11/19,595,5/4/19,"5,609","450,098",1.25
Montana,5/18/19,624,5/11/19,"5,052","450,098",1.12
Montana,5/25/19,779,5/18/19,"4,860","450,098",1.08
Montana,6/1/19,757,5/25/19,"4,730","450,098",1.05
Montana,6/8/19,812,6/1/19,"4,692","450,098",1.04
Montana,6/15/19,710,6/8/19,"4,460","450,098",0.99
Montana,6/22/19,664,6/15/19,"4,641","450,098",1.03
Montana,6/29/19,705,6/22/19,"4,808","450,098",1.07
Montana,7/6/19,788,6/29/19,"4,775","450,098",1.06
Montana,7/13/19,702,7/6/19,"5,319","451,864",1.18
Montana,7/20/19,536,7/13/19,"4,863","451,864",1.08
Montana,7/27/19,495,7/20/19,"4,786","451,864",1.06
Montana,8/3/19,467,7/27/19,"4,784","451,864",1.06
Montana,8/10/19,491,8/3/19,"4,652","451,864",1.03
Montana,8/17/19,494,8/10/19,"4,525","451,864",1
Montana,8/24/19,522,8/17/19,"4,387","451,864",0.97
Montana,8/31/19,481,8/24/19,"4,026","451,864",0.89
Montana,9/7/19,549,8/31/19,"3,557","451,864",0.79
Montana,9/14/19,677,9/7/19,"3,558","451,864",0.79
Montana,9/21/19,617,9/14/19,"3,557","451,864",0.79
Montana,9/28/19,732,9/21/19,"3,399","451,864",0.75
Montana,10/5/19,"1,078",9/28/19,"3,668","451,864",0.81
Montana,10/12/19,"1,236",10/5/19,"3,990","453,040",0.88
Montana,10/19/19,964,10/12/19,"4,444","453,040",0.98
Montana,10/26/19,"1,020",10/19/19,"4,510","453,040",1
Montana,11/2/19,"1,782",10/26/19,"4,754","453,040",1.05
Montana,11/9/19,"1,594",11/2/19,"5,846","453,040",1.29
Montana,11/16/19,"1,286",11/9/19,"6,248","453,040",1.38
Montana,11/23/19,"1,525",11/16/19,"6,754","453,040",1.49
Montana,11/30/19,"1,740",11/23/19,"7,016","453,040",1.55
Montana,12/7/19,"1,932",11/30/19,"8,870","453,040",1.96
Montana,12/14/19,"1,355",12/7/19,"8,660","453,040",1.91
Montana,12/21/19,"1,541",12/14/19,"9,144","453,040",2.02
Montana,12/28/19,"1,722",12/21/19,"8,894","453,040",1.96
Montana,1/4/20,"1,555",12/28/19,"11,056","453,040",2.44
Montana,1/11/20,"1,755",1/4/20,"11,756","454,298",2.59
Montana,1/18/20,"1,236",1/11/20,"11,254","454,298",2.48
Montana,1/25/20,922,1/18/20,"11,830","454,298",2.6
Montana,2/1/20,902,1/25/20,"11,527","454,298",2.54
Montana,2/8/20,935,2/1/20,"11,489","454,298",2.53
Montana,2/15/20,921,2/8/20,"11,479","454,298",2.53
Montana,2/22/20,795,2/15/20,"11,308","454,298",2.49
Montana,2/29/20,695,2/22/20,"11,296","454,298",2.49
Montana,3/7/20,714,2/29/20,"10,782","454,298",2.37
Montana,3/14/20,817,3/7/20,"10,112","454,298",2.23
Montana,3/21/20,"15,349",3/14/20,"9,818","454,298",2.16
Montana,3/28/20,"20,763",3/21/20,"19,099","454,298",4.2
Montana,4/4/20,"21,244",3/28/20,"36,819","454,298",8.1
Montana,4/11/20,"14,275",4/4/20,"53,482","455,906",11.73
Montana,4/18/20,"11,176",4/11/20,"65,073","455,906",14.27
Montana,4/25/20,"7,052",4/18/20,"67,473","455,906",14.8
Montana,5/2/20,"4,596",4/25/20,"63,134","455,906",13.85
Montana,5/9/20,"3,762",5/2/20,"58,905","455,906",12.92
North Carolina,1/5/19,"3,675",12/29/18,"18,745","4,277,342",0.44
North Carolina,1/12/19,"4,890",1/5/19,"21,268","4,299,156",0.49
North Carolina,1/19/19,"3,738",1/12/19,"20,420","4,299,156",0.47
North Carolina,1/26/19,"3,224",1/19/19,"22,376","4,299,156",0.52
North Carolina,2/2/19,"3,458",1/26/19,"22,370","4,299,156",0.52
North Carolina,2/9/19,"3,312",2/2/19,"22,048","4,299,156",0.51
North Carolina,2/16/19,"3,217",2/9/19,"21,590","4,299,156",0.5
North Carolina,2/23/19,"3,134",2/16/19,"21,475","4,299,156",0.5
North Carolina,3/2/19,"2,883",2/23/19,"20,926","4,299,156",0.49
North Carolina,3/9/19,"3,125",3/2/19,"20,561","4,299,156",0.48
North Carolina,3/16/19,"2,668",3/9/19,"18,613","4,299,156",0.43
North Carolina,3/23/19,"2,796",3/16/19,"20,023","4,299,156",0.47
North Carolina,3/30/19,"2,772",3/23/19,"19,778","4,299,156",0.46
North Carolina,4/6/19,"3,139",3/30/19,"19,429","4,299,156",0.45
North Carolina,4/13/19,"3,052",4/6/19,"19,249","4,318,317",0.45
North Carolina,4/20/19,"2,657",4/13/19,"18,705","4,318,317",0.43
North Carolina,4/27/19,"2,834",4/20/19,"18,655","4,318,317",0.43
North Carolina,5/4/19,"3,037",4/27/19,"18,520","4,318,317",0.43
North Carolina,5/11/19,"3,211",5/4/19,"18,401","4,318,317",0.43
North Carolina,5/18/19,"3,386",5/11/19,"18,717","4,318,317",0.43
North Carolina,5/25/19,"3,409",5/18/19,"18,930","4,318,317",0.44
North Carolina,6/1/19,"2,778",5/25/19,"19,177","4,318,317",0.44
North Carolina,6/8/19,"3,247",6/1/19,"19,547","4,318,317",0.45
North Carolina,6/15/19,"3,323",6/8/19,"19,616","4,318,317",0.45
North Carolina,6/22/19,"3,252",6/15/19,"19,830","4,318,317",0.46
North Carolina,6/29/19,"3,321",6/22/19,"20,079","4,318,317",0.46
North Carolina,7/6/19,"2,679",6/29/19,"19,660","4,318,317",0.46
North Carolina,7/13/19,"3,397",7/6/19,"20,582","4,338,577",0.47
North Carolina,7/20/19,"3,264",7/13/19,"20,353","4,338,577",0.47
North Carolina,7/27/19,"3,105",7/20/19,"20,746","4,338,577",0.48
North Carolina,8/3/19,"3,371",7/27/19,"20,795","4,338,577",0.48
North Carolina,8/10/19,"3,158",8/3/19,"20,870","4,338,577",0.48
North Carolina,8/17/19,"3,014",8/10/19,"20,487","4,338,577",0.47
North Carolina,8/24/19,"2,877",8/17/19,"20,112","4,338,577",0.46
North Carolina,8/31/19,"3,041",8/24/19,"19,361","4,338,577",0.45
North Carolina,9/7/19,"2,661",8/31/19,"18,604","4,338,577",0.43
North Carolina,9/14/19,"3,172",9/7/19,"18,805","4,338,577",0.43
North Carolina,9/21/19,"3,104",9/14/19,"18,589","4,338,577",0.43
North Carolina,9/28/19,"3,142",9/21/19,"18,393","4,338,577",0.42
North Carolina,10/5/19,"3,766",9/28/19,"18,629","4,338,577",0.43
North Carolina,10/12/19,"3,222",10/5/19,"18,495","4,362,309",0.42
North Carolina,10/19/19,"3,377",10/12/19,"18,711","4,362,309",0.43
North Carolina,10/26/19,"3,283",10/19/19,"18,942","4,362,309",0.43
North Carolina,11/2/19,"3,307",10/26/19,"19,215","4,362,309",0.44
North Carolina,11/9/19,"3,494",11/2/19,"18,994","4,362,309",0.44
North Carolina,11/16/19,"3,105",11/9/19,"19,365","4,362,309",0.44
North Carolina,11/23/19,"3,523",11/16/19,"19,513","4,362,309",0.45
North Carolina,11/30/19,"2,182",11/23/19,"18,952","4,362,309",0.43
North Carolina,12/7/19,"3,843",11/30/19,"19,694","4,362,309",0.45
North Carolina,12/14/19,"3,649",12/7/19,"19,806","4,362,309",0.45
North Carolina,12/21/19,"3,586",12/14/19,"20,382","4,362,309",0.47
North Carolina,12/28/19,"2,126",12/21/19,"19,533","4,362,309",0.45
North Carolina,1/4/20,"3,508",12/28/19,"20,848","4,362,309",0.48
North Carolina,1/11/20,"4,628",1/4/20,"21,239","4,381,417",0.48
North Carolina,1/18/20,"4,217",1/11/20,"22,247","4,381,417",0.51
North Carolina,1/25/20,"3,344",1/18/20,"22,415","4,381,417",0.51
North Carolina,2/1/20,"3,611",1/25/20,"22,342","4,381,417",0.51
North Carolina,2/8/20,"3,326",2/1/20,"22,044","4,381,417",0.5
North Carolina,2/15/20,"3,094",2/8/20,"21,972","4,381,417",0.5
North Carolina,2/22/20,"2,852",2/15/20,"21,630","4,381,417",0.49
North Carolina,2/29/20,"1,767",2/22/20,"21,188","4,381,417",0.48
North Carolina,3/7/20,"2,575",2/29/20,"20,196","4,381,417",0.46
North Carolina,3/14/20,"3,533",3/7/20,"19,683","4,381,417",0.45
North Carolina,3/21/20,"94,083",3/14/20,"20,652","4,381,417",0.47
North Carolina,3/28/20,"172,145",3/21/20,"75,220","4,381,417",1.72
North Carolina,4/4/20,"137,422",3/28/20,"245,692","4,381,417",5.61
North Carolina,4/11/20,"140,155",4/4/20,"362,989","4,402,750",8.24
North Carolina,4/18/20,"106,266",4/11/20,"468,283","4,402,750",10.64
North Carolina,4/25/20,"98,941",4/18/20,"555,039","4,402,750",12.61
North Carolina,5/2/20,"85,956",4/25/20,"591,045","4,402,750",13.42
North Carolina,5/9/20,"57,354",5/2/20,"619,809","4,402,750",14.08
North Dakota,1/5/19,964,12/29/18,"5,754","405,169",1.42
North Dakota,1/12/19,"1,230",1/5/19,"6,102","405,557",1.5
North Dakota,1/19/19,658,1/12/19,"6,406","405,557",1.58
North Dakota,1/26/19,533,1/19/19,"6,532","405,557",1.61
North Dakota,2/2/19,553,1/26/19,"6,742","405,557",1.66
North Dakota,2/9/19,574,2/2/19,"6,941","405,557",1.71
North Dakota,2/16/19,470,2/9/19,"7,035","405,557",1.73
North Dakota,2/23/19,340,2/16/19,"6,853","405,557",1.69
North Dakota,3/2/19,327,2/23/19,"6,708","405,557",1.65
North Dakota,3/9/19,313,3/2/19,"6,498","405,557",1.6
North Dakota,3/16/19,288,3/9/19,"6,161","405,557",1.52
North Dakota,3/23/19,211,3/16/19,"5,891","405,557",1.45
North Dakota,3/30/19,266,3/23/19,"5,407","405,557",1.33
North Dakota,4/6/19,272,3/30/19,"5,013","405,557",1.24
North Dakota,4/13/19,272,4/6/19,"4,454","406,719",1.1
North Dakota,4/20/19,217,4/13/19,"3,757","406,719",0.92
North Dakota,4/27/19,313,4/20/19,"3,270","406,719",0.8
North Dakota,5/4/19,278,4/27/19,"2,446","406,719",0.6
North Dakota,5/11/19,522,5/4/19,"2,217","406,719",0.55
North Dakota,5/18/19,300,5/11/19,"2,139","406,719",0.53
North Dakota,5/25/19,328,5/18/19,"1,803","406,719",0.44
North Dakota,6/1/19,452,5/25/19,"1,791","406,719",0.44
North Dakota,6/8/19,327,6/1/19,"1,989","406,719",0.49
North Dakota,6/15/19,253,6/8/19,"1,970","406,719",0.48
North Dakota,6/22/19,290,6/15/19,"1,942","406,719",0.48
North Dakota,6/29/19,376,6/22/19,"1,940","406,719",0.48
North Dakota,7/6/19,497,6/29/19,"2,093","406,719",0.51
North Dakota,7/13/19,335,7/6/19,"2,426","408,192",0.59
North Dakota,7/20/19,273,7/13/19,"2,157","408,192",0.53
North Dakota,7/27/19,214,7/20/19,"2,199","408,192",0.54
North Dakota,8/3/19,204,7/27/19,"2,130","408,192",0.52
North Dakota,8/10/19,229,8/3/19,"1,975","408,192",0.48
North Dakota,8/17/19,211,8/10/19,"1,905","408,192",0.47
North Dakota,8/24/19,540,8/17/19,"1,802","408,192",0.44
North Dakota,8/31/19,239,8/24/19,"2,014","408,192",0.49
North Dakota,9/7/19,233,8/31/19,"1,816","408,192",0.44
North Dakota,9/14/19,252,9/7/19,"1,657","408,192",0.41
North Dakota,9/21/19,205,9/14/19,"1,528","408,192",0.37
North Dakota,9/28/19,197,9/21/19,"1,289","408,192",0.32
North Dakota,10/5/19,312,9/28/19,"1,249","408,192",0.31
North Dakota,10/12/19,268,10/5/19,"1,317","409,901",0.32
North Dakota,10/19/19,326,10/12/19,"1,311","409,901",0.32
North Dakota,10/26/19,430,10/19/19,"1,437","409,901",0.35
North Dakota,11/2/19,631,10/26/19,"1,623","409,901",0.4
North Dakota,11/9/19,650,11/2/19,"2,010","409,901",0.49
North Dakota,11/16/19,761,11/9/19,"2,009","409,901",0.49
North Dakota,11/23/19,739,11/16/19,"2,503","409,901",0.61
North Dakota,11/30/19,697,11/23/19,"2,785","409,901",0.68
North Dakota,12/7/19,"1,004",11/30/19,"3,334","409,901",0.81
North Dakota,12/14/19,"1,128",12/7/19,"3,803","409,901",0.93
North Dakota,12/21/19,"1,016",12/14/19,"4,540","409,901",1.11
North Dakota,12/28/19,961,12/21/19,"4,729","409,901",1.15
North Dakota,1/4/20,836,12/28/19,"5,785","409,901",1.41
North Dakota,1/11/20,"1,530",1/4/20,"6,171","411,624",1.5
North Dakota,1/18/20,785,1/11/20,"6,809","411,624",1.65
North Dakota,1/25/20,543,1/18/20,"7,179","411,624",1.74
North Dakota,2/1/20,447,1/25/20,"6,782","411,624",1.65
North Dakota,2/8/20,526,2/1/20,"6,838","411,624",1.66
North Dakota,2/15/20,457,2/8/20,"6,924","411,624",1.68
North Dakota,2/22/20,435,2/15/20,"6,886","411,624",1.67
North Dakota,2/29/20,363,2/22/20,"6,795","411,624",1.65
North Dakota,3/7/20,423,2/29/20,"6,543","411,624",1.59
North Dakota,3/14/20,415,3/7/20,"6,349","411,624",1.54
North Dakota,3/21/20,"5,662",3/14/20,"6,169","411,624",1.5
North Dakota,3/28/20,"11,818",3/21/20,"8,534","411,624",2.07
North Dakota,4/4/20,"15,125",3/28/20,"16,036","411,624",3.9
North Dakota,4/11/20,"9,502",4/4/20,"24,554","412,797",5.95
North Dakota,4/18/20,"8,065",4/11/20,"33,563","412,797",8.13
North Dakota,4/25/20,"6,274",4/18/20,"35,513","412,797",8.6
North Dakota,5/2/20,"4,044",4/25/20,"35,827","412,797",8.68
North Dakota,5/9/20,"2,753",5/2/20,"35,921","412,797",8.7
Nebraska,1/5/19,"1,282",12/29/18,"7,517","958,635",0.78
Nebraska,1/12/19,"1,245",1/5/19,"7,741","958,335",0.81
Nebraska,1/19/19,"1,181",1/12/19,"7,077","958,335",0.74
Nebraska,1/26/19,"1,115",1/19/19,"6,974","958,335",0.73
Nebraska,2/2/19,"1,061",1/26/19,"7,333","958,335",0.77
Nebraska,2/9/19,866,2/2/19,"7,498","958,335",0.78
Nebraska,2/16/19,730,2/9/19,"7,449","958,335",0.78
Nebraska,2/23/19,708,2/16/19,"7,409","958,335",0.77
Nebraska,3/2/19,742,2/23/19,"7,326","958,335",0.76
Nebraska,3/9/19,724,3/2/19,"7,263","958,335",0.76
Nebraska,3/16/19,788,3/9/19,"7,071","958,335",0.74
Nebraska,3/23/19,730,3/16/19,"6,899","958,335",0.72
Nebraska,3/30/19,663,3/23/19,"6,063","958,335",0.63
Nebraska,4/6/19,589,3/30/19,"5,078","958,335",0.53
Nebraska,4/13/19,566,4/6/19,"4,272","960,218",0.44
Nebraska,4/20/19,758,4/13/19,"3,822","960,218",0.4
Nebraska,4/27/19,497,4/20/19,"3,645","960,218",0.38
Nebraska,5/4/19,563,4/27/19,"3,305","960,218",0.34
Nebraska,5/11/19,688,5/4/19,"3,105","960,218",0.32
Nebraska,5/18/19,658,5/11/19,"3,204","960,218",0.33
Nebraska,5/25/19,868,5/18/19,"3,148","960,218",0.33
Nebraska,6/1/19,996,5/25/19,"3,337","960,218",0.35
Nebraska,6/8/19,910,6/1/19,"3,747","960,218",0.39
Nebraska,6/15/19,712,6/8/19,"3,891","960,218",0.41
Nebraska,6/22/19,648,6/15/19,"3,913","960,218",0.41
Nebraska,6/29/19,998,6/22/19,"3,908","960,218",0.41
Nebraska,7/6/19,788,6/29/19,"4,270","960,218",0.44
Nebraska,7/13/19,546,7/6/19,"4,578","961,261",0.48
Nebraska,7/20/19,562,7/13/19,"4,006","961,261",0.42
Nebraska,7/27/19,523,7/20/19,"3,995","961,261",0.42
Nebraska,8/3/19,546,7/27/19,"3,939","961,261",0.41
Nebraska,8/10/19,721,8/3/19,"3,868","961,261",0.4
Nebraska,8/17/19,522,8/10/19,"3,803","961,261",0.4
Nebraska,8/24/19,484,8/17/19,"3,069","961,261",0.32
Nebraska,8/31/19,886,8/24/19,"2,756","961,261",0.29
Nebraska,9/7/19,468,8/31/19,"3,092","961,261",0.32
Nebraska,9/14/19,448,9/7/19,"3,023","961,261",0.31
Nebraska,9/21/19,441,9/14/19,"2,586","961,261",0.27
Nebraska,9/28/19,364,9/21/19,"2,237","961,261",0.23
Nebraska,10/5/19,383,9/28/19,"2,282","961,261",0.24
Nebraska,10/12/19,626,10/5/19,"1,689","963,465",0.18
Nebraska,10/19/19,510,10/12/19,"2,146","963,465",0.22
Nebraska,10/26/19,526,10/19/19,"1,984","963,465",0.21
Nebraska,11/2/19,642,10/26/19,"1,821","963,465",0.19
Nebraska,11/9/19,756,11/2/19,"1,683","963,465",0.17
Nebraska,11/16/19,729,11/9/19,"1,662","963,465",0.17
Nebraska,11/23/19,"1,098",11/16/19,"2,485","963,465",0.26
Nebraska,11/30/19,996,11/23/19,"3,354","963,465",0.35
Nebraska,12/7/19,"1,150",11/30/19,"3,442","963,465",0.36
Nebraska,12/14/19,"1,087",12/7/19,"3,099","963,465",0.32
Nebraska,12/21/19,"1,211",12/14/19,"3,499","963,465",0.36
Nebraska,12/28/19,"1,818",12/21/19,"3,745","963,465",0.39
Nebraska,1/4/20,"1,099",12/28/19,"5,165","963,465",0.54
Nebraska,1/11/20,"1,171",1/4/20,"5,694","962,725",0.59
Nebraska,1/18/20,988,1/11/20,"4,940","962,725",0.51
Nebraska,1/25/20,960,1/18/20,"5,107","962,725",0.53
Nebraska,2/1/20,833,1/25/20,"5,884","962,725",0.61
Nebraska,2/8/20,675,2/1/20,"5,693","962,725",0.59
Nebraska,2/15/20,537,2/8/20,"5,804","962,725",0.6
Nebraska,2/22/20,493,2/15/20,"5,780","962,725",0.6
Nebraska,2/29/20,502,2/22/20,"6,286","962,725",0.65
Nebraska,3/7/20,501,2/29/20,"5,581","962,725",0.58
Nebraska,3/14/20,795,3/7/20,"5,076","962,725",0.53
Nebraska,3/21/20,"15,700",3/14/20,"4,859","962,725",0.5
Nebraska,3/28/20,"24,725",3/21/20,"16,641","962,725",1.73
Nebraska,4/4/20,"27,054",3/28/20,"38,921","962,725",4.04
Nebraska,4/11/20,"16,279",4/4/20,"60,416","965,476",6.26
Nebraska,4/18/20,"12,222",4/11/20,"72,078","965,476",7.47
Nebraska,4/25/20,"8,229",4/18/20,"76,628","965,476",7.94
Nebraska,5/2/20,"6,418",4/25/20,"68,882","965,476",7.13
Nebraska,5/9/20,"6,362",5/2/20,"68,089","965,476",7.05
New Hampshire,1/5/19,808,12/29/18,"4,744","647,193",0.73
New Hampshire,1/12/19,808,1/5/19,"4,644","648,384",0.72
New Hampshire,1/19/19,671,1/12/19,"4,694","648,384",0.72
New Hampshire,1/26/19,629,1/19/19,"4,810","648,384",0.74
New Hampshire,2/2/19,583,1/26/19,"4,742","648,384",0.73
New Hampshire,2/9/19,588,2/2/19,"4,714","648,384",0.73
New Hampshire,2/16/19,498,2/9/19,"4,690","648,384",0.72
New Hampshire,2/23/19,371,2/16/19,"4,601","648,384",0.71
New Hampshire,3/2/19,919,2/23/19,"4,636","648,384",0.72
New Hampshire,3/9/19,572,3/2/19,"5,010","648,384",0.77
New Hampshire,3/16/19,518,3/9/19,"4,484","648,384",0.69
New Hampshire,3/23/19,516,3/16/19,"4,240","648,384",0.65
New Hampshire,3/30/19,433,3/23/19,"4,284","648,384",0.66
New Hampshire,4/6/19,497,3/30/19,"4,098","648,384",0.63
New Hampshire,4/13/19,481,4/6/19,"3,853","649,759",0.59
New Hampshire,4/20/19,474,4/13/19,"3,651","649,759",0.56
New Hampshire,4/27/19,863,4/20/19,"3,613","649,759",0.56
New Hampshire,5/4/19,411,4/27/19,"3,901","649,759",0.6
New Hampshire,5/11/19,407,5/4/19,"3,287","649,759",0.51
New Hampshire,5/18/19,418,5/11/19,"3,178","649,759",0.49
New Hampshire,5/25/19,396,5/18/19,"3,097","649,759",0.48
New Hampshire,6/1/19,357,5/25/19,"3,026","649,759",0.47
New Hampshire,6/8/19,364,6/1/19,"2,979","649,759",0.46
New Hampshire,6/15/19,430,6/8/19,"2,930","649,759",0.45
New Hampshire,6/22/19,800,6/15/19,"2,957","649,759",0.46
New Hampshire,6/29/19,615,6/22/19,"3,391","649,759",0.52
New Hampshire,7/6/19,553,6/29/19,"3,444","649,759",0.53
New Hampshire,7/13/19,490,7/6/19,"3,691","651,104",0.57
New Hampshire,7/20/19,408,7/13/19,"3,523","651,104",0.54
New Hampshire,7/27/19,425,7/20/19,"3,441","651,104",0.53
New Hampshire,8/3/19,423,7/27/19,"3,408","651,104",0.52
New Hampshire,8/10/19,467,8/3/19,"3,437","651,104",0.53
New Hampshire,8/17/19,464,8/10/19,"3,487","651,104",0.54
New Hampshire,8/24/19,427,8/17/19,"3,528","651,104",0.54
New Hampshire,8/31/19,374,8/24/19,"3,440","651,104",0.53
New Hampshire,9/7/19,343,8/31/19,"2,951","651,104",0.45
New Hampshire,9/14/19,326,9/7/19,"2,785","651,104",0.43
New Hampshire,9/21/19,356,9/14/19,"2,654","651,104",0.41
New Hampshire,9/28/19,373,9/21/19,"2,665","651,104",0.41
New Hampshire,10/5/19,416,9/28/19,"2,640","651,104",0.41
New Hampshire,10/12/19,391,10/5/19,"2,706","652,934",0.41
New Hampshire,10/19/19,350,10/12/19,"2,676","652,934",0.41
New Hampshire,10/26/19,486,10/19/19,"2,708","652,934",0.41
New Hampshire,11/2/19,483,10/26/19,"2,795","652,934",0.43
New Hampshire,11/9/19,510,11/2/19,"2,889","652,934",0.44
New Hampshire,11/16/19,453,11/9/19,"2,953","652,934",0.45
New Hampshire,11/23/19,571,11/16/19,"3,005","652,934",0.46
New Hampshire,11/30/19,491,11/23/19,"3,072","652,934",0.47
New Hampshire,12/7/19,698,11/30/19,"3,253","652,934",0.5
New Hampshire,12/14/19,665,12/7/19,"3,485","652,934",0.53
New Hampshire,12/21/19,656,12/14/19,"3,533","652,934",0.54
New Hampshire,12/28/19,"1,123",12/21/19,"3,654","652,934",0.56
New Hampshire,1/4/20,690,12/28/19,"4,468","652,934",0.68
New Hampshire,1/11/20,722,1/4/20,"4,575","654,468",0.7
New Hampshire,1/18/20,613,1/11/20,"4,215","654,468",0.64
New Hampshire,1/25/20,577,1/18/20,"4,202","654,468",0.64
New Hampshire,2/1/20,456,1/25/20,"4,033","654,468",0.62
New Hampshire,2/8/20,507,2/1/20,"4,050","654,468",0.62
New Hampshire,2/15/20,424,2/8/20,"4,015","654,468",0.61
New Hampshire,2/22/20,444,2/15/20,"3,936","654,468",0.6
New Hampshire,2/29/20,894,2/22/20,"4,048","654,468",0.62
New Hampshire,3/7/20,495,2/29/20,"4,475","654,468",0.68
New Hampshire,3/14/20,642,3/7/20,"3,909","654,468",0.6
New Hampshire,3/21/20,"29,379",3/14/20,"4,024","654,468",0.61
New Hampshire,3/28/20,"31,378",3/21/20,"27,321","654,468",4.17
New Hampshire,4/4/20,"39,202",3/28/20,"52,166","654,468",7.97
New Hampshire,4/11/20,"25,273",4/4/20,"79,979","649,845",12.31
New Hampshire,4/18/20,"20,414",4/11/20,"93,783","649,845",14.43
New Hampshire,4/25/20,"15,001",4/18/20,"106,841","649,845",16.44
New Hampshire,5/2/20,"12,475",4/25/20,"115,580","649,845",17.79
New Hampshire,5/9/20,"10,016",5/2/20,"116,768","649,845",17.97
New Jersey,1/5/19,"15,716",12/29/18,"108,647","3,967,985",2.74
New Jersey,1/12/19,"14,167",1/5/19,"110,669","3,977,393",2.78
New Jersey,1/19/19,"10,190",1/12/19,"106,096","3,977,393",2.67
New Jersey,1/26/19,"11,130",1/19/19,"108,219","3,977,393",2.72
New Jersey,2/2/19,"9,903",1/26/19,"111,749","3,977,393",2.81
New Jersey,2/9/19,"9,758",2/2/19,"111,536","3,977,393",2.8
New Jersey,2/16/19,"8,841",2/9/19,"108,663","3,977,393",2.73
New Jersey,2/23/19,"8,512",2/16/19,"110,184","3,977,393",2.77
New Jersey,3/2/19,"8,155",2/23/19,"112,183","3,977,393",2.82
New Jersey,3/9/19,"7,990",3/2/19,"109,482","3,977,393",2.75
New Jersey,3/16/19,"7,853",3/9/19,"107,328","3,977,393",2.7
New Jersey,3/23/19,"7,485",3/16/19,"104,241","3,977,211",2.62
New Jersey,3/30/19,"6,894",3/23/19,"100,024","3,977,211",2.51
New Jersey,4/6/19,"7,707",3/30/19,"95,817","3,977,211",2.41
New Jersey,4/13/19,"7,641",4/6/19,"88,763","3,986,641",2.23
New Jersey,4/20/19,"10,737",4/13/19,"84,194","3,986,641",2.11
New Jersey,4/27/19,"13,778",4/20/19,"85,786","3,986,641",2.15
New Jersey,5/4/19,"7,539",4/27/19,"89,666","3,986,641",2.25
New Jersey,5/11/19,"7,672",5/4/19,"78,725","3,986,579",1.97
New Jersey,5/18/19,"7,054",5/11/19,"76,577","3,986,579",1.92
New Jersey,5/25/19,"7,928",5/18/19,"75,820","3,986,579",1.9
New Jersey,6/1/19,"6,230",5/25/19,"75,880","3,986,579",1.9
New Jersey,6/8/19,"8,217",6/1/19,"76,710","3,986,579",1.92
New Jersey,6/15/19,"8,064",6/8/19,"75,278","3,986,579",1.89
